tweet_id,retweets,favorites,user_followers,user_favourites,date_time
687102708889812993,1065,2477,7433370,139181,2016-01-13 02:43:46
687096057537363968,653,2372,7433370,139181,2016-01-13 02:17:20
686947101016735744,3422,9094,7433370,139181,2016-01-12 16:25:26
686760001961103360,1482,3718,7433370,139181,2016-01-12 04:01:58
686749460672679938,1571,3670,7433961,139180,2016-01-12 03:20:05
686730991906516992,1288,4389,7433962,139180,2016-01-12 02:06:41
686683045143953408,862,2971,7433371,139181,2016-01-11 22:56:10
686618349602762752,1461,3887,7433371,139181,2016-01-11 18:39:05
686606069955735556,583,2004,7433962,139180,2016-01-11 17:50:18
686394059078897668,734,1850,7433962,139180,2016-01-11 03:47:50
686386521809772549,947,3442,7433371,139181,2016-01-11 03:17:53
686377065986265092,602,2347,7433371,139181,2016-01-11 02:40:19
686358356425093120,734,2324,7433962,139180,2016-01-11 01:25:58
686286779679375361,1793,4232,7433372,139181,2016-01-10 20:41:33
686050296934563840,787,2332,7433372,139181,2016-01-10 05:01:51
686035780142297088,131,1220,7433372,139181,2016-01-10 04:04:10
686034024800862208,1255,3299,7433372,139181,2016-01-10 03:57:12
686007916130873345,451,2618,7433963,139180,2016-01-10 02:13:27
686003207160610816,680,1928,7433372,139181,2016-01-10 01:54:44
685973236358713344,568,2232,7433372,139181,2016-01-09 23:55:38
685943807276412928,649,1721,7433372,139181,2016-01-09 21:58:42
685906723014619143,3136,7952,7433372,139181,2016-01-09 19:31:20
685681090388975616,137,2147,7433372,139181,2016-01-09 04:34:45
685667379192414208,621,2475,7433372,139181,2016-01-09 03:40:16
685663452032069632,1579,3440,7433372,139181,2016-01-09 03:24:40
685641971164143616,837,3105,7433372,139181,2016-01-09 01:59:19
685547936038666240,16895,34819,7433372,139181,2016-01-08 19:45:39
685532292383666176,1237,3217,7433963,139180,2016-01-08 18:43:29
685325112850124800,4303,10019,7433372,139181,2016-01-08 05:00:14
685321586178670592,689,2803,7433963,139180,2016-01-08 04:46:13
685315239903100929,1162,3543,7433963,139180,2016-01-08 04:21:00
685307451701334016,475,2184,7433372,139181,2016-01-08 03:50:03
685268753634967552,1299,3278,7433963,139180,2016-01-08 01:16:17
685198997565345792,718,2470,7433372,139181,2016-01-07 20:39:06
685169283572338688,1532,4332,7433372,139181,2016-01-07 18:41:01
684969860808454144,411,2496,7433963,139180,2016-01-07 05:28:35
684959798585110529,3381,7215,7433372,139181,2016-01-07 04:48:36
684940049151070208,1125,3402,7433372,139181,2016-01-07 03:30:07
684926975086034944,504,3699,7433372,139181,2016-01-07 02:38:10
684914660081053696,1571,3703,7433372,139181,2016-01-07 01:49:14
684902183876321280,570,1990,7433372,139181,2016-01-07 00:59:40
684880619965411328,882,2219,7433963,139180,2016-01-06 23:33:58
684830982659280897,23273,37038,7433372,139181,2016-01-06 20:16:44
684800227459624960,1074,2866,7433373,139181,2016-01-06 18:14:31
684594889858887680,3811,9442,7433373,139181,2016-01-06 04:38:35
684588130326986752,1514,4353,7433373,139181,2016-01-06 04:11:43
684567543613382656,1328,3183,7433373,139181,2016-01-06 02:49:55
684538444857667585,1032,2804,7433373,139181,2016-01-06 00:54:18
684481074559381504,1257,4088,7433373,139181,2016-01-05 21:06:19
684460069371654144,596,2091,7433373,139181,2016-01-05 19:42:51
684241637099323392,3561,8625,7433373,139181,2016-01-05 05:14:53
684225744407494656,229,1313,7433964,139180,2016-01-05 04:11:44
684222868335505415,1485,4065,7433373,139181,2016-01-05 04:00:18
684200372118904832,1114,2285,7433373,139181,2016-01-05 02:30:55
684195085588783105,560,2030,7433373,139181,2016-01-05 02:09:54
684188786104872960,1262,3680,7433373,139181,2016-01-05 01:44:52
684177701129875456,726,2133,7433373,139181,2016-01-05 01:00:50
684147889187209216,1614,3150,7433964,139180,2016-01-04 23:02:22
684122891630342144,514,2108,7433373,139181,2016-01-04 21:23:02
684097758874210310,1552,4346,7433373,139181,2016-01-04 19:43:10
683857920510050305,1205,4029,7433373,139181,2016-01-04 03:50:08
683852578183077888,378,2035,7433373,139181,2016-01-04 03:28:54
683849932751646720,1059,2776,7433373,139181,2016-01-04 03:18:23
683834909291606017,1196,2772,7433964,139180,2016-01-04 02:18:42
683828599284170753,1141,2954,7433964,139180,2016-01-04 01:53:37
